house_name,house_location,house_status,house_price,price_unit
颐居朗诗紫熙府,[ 溧水 溧水 ] 东至S246省道；西至薛李东路；南至天生...,待售,11449,元/m²
金都华府,[ 溧水 溧水 ] 宝塔路与马场路交汇处,待售,11449,元/m²
远洋棠悦山水,[ 六合 金牛湖 ] 十路与纬二路交汇处,在售,9600,元/㎡
滟紫台,[ 江宁 将军大道 ] 韩府路18号,在售,35000,元/㎡
银城旭辉铂悦源墅,[ 江宁 九龙湖 ] 天禧路8号,待售,26050,元/m²
金地风华国际项目,[ 浦口 江浦街道 ] 东至康盛路，南至康盛路，西至浦滨路，...,待售,24637,元/m²
禹洲金陵朗廷,[ 南京周边 句容 ] 宁杭高速、绕城高速，G25高速、S243省...,在售,13000,元/㎡
融创中南御园,[ 高淳 高淳 ] 水阳江路99号,在售,11073,元/㎡
碧桂园晚亭印象,"[ 南京周边 滁州 ] 双迎路,近黄圩路",在售,6988,元/㎡
电建地产洺悦华府,[ 雨花台 铁心桥 ] 北临宁芜公路、南至规划吴山路、东至规...,待售,29045,元/m²
颐和九里,[ 浦口 江浦街道 ] 海峡大道与海桥路交汇处,待售,24637,元/m²
南京高淳雅园,[ 高淳 高淳 ] 淳溪镇淳兴路29号,在售,21646,元/㎡起
紫晶美域,[ 高淳 高淳 ] 双高路26号,在售,8243,元/㎡起
悦峯,[ 江宁 麒麟科技园 ] 九乡河东路与三阳路交汇处,待售,25600,元/m²
中海原山,[ 浦口 江浦街道 ] 团结路与建设路交汇处,在售,28775,元/㎡起
美临香逸花园,[ 高淳 高淳 ] 双湖路5号,在售,10995,元/㎡起
仁恒凤凰山居,[ 浦口 老山珍珠泉 ] 汤泉镇银泉路88号,在售,24068,元/㎡起
河西金茂府,[ 建邺 河西南部 ] 东至平良大街，南至永初路，西至规划道...,待售,33667,元/m²
建发央誉,[ 溧水 溧水 ] 南部新城万达广场东（石燕路与幸庄路交...,待售,11449,元/m²
红豆香江华庭项目,[ 江宁 禄口 ] 永欣大道与禄口大街交叉口,待售,14900,元/m²
雍宁府项目,[ 浦口 江浦街道 ] 建设路与雨山西路交叉口,待售,23203,元/m²
汤山玉兰公馆,价格,待售,21557,元/m²
碧桂园泊云间项目,[ 江宁 九龙湖 ] 秣陵街，云台山河以西、秣周路以南，东...,待售,26050,元/m²
龙湖天钜,[ 雨花台 铁心桥 ] 城南板块华新路与纵七路交汇处,待售,30281,元/m²
新城金陵樾项目,[ 浦口 江浦街道 ] 新浦路与康安路交汇处,待售,23203,元/m²
红豆香江华府项目,[ 江宁 禄口 ] 永欣大道以南、湖泰路以东地块,待售,14900,元/m²
雅居乐御宾府,[ 浦口 江浦街道 ] 文德东路南侧，康华路西侧地块,待售,23823,元/m²
