house_name,house_location,house_status,house_price,price_unit
德商蜜柚,[ 龙泉驿 龙泉驿 ] 大面镇经开区南一路2666号,在售,9600,元/㎡
天升时代大厦时代天寓,[ 新都 泰兴 ] 成都市新都区泰兴镇成青金快速通道北侧...,在售,6800,元/㎡起
保利湖心岛商铺,[ 新都 蜀龙路 ] 成金青大道.狮子湖生态区内,在售,17000,元/㎡起
银海中心,[ 金牛 梁家巷 ] 一环路北四段108号,在售,60000,元/㎡
领地五彩金巷子,[ 成华 昭觉寺 ] 青龙场致力路与致力东街交汇的东北角,在售,37000,元/㎡
乐天圣苑商铺,[ 锦江 东大街 ] 二环路牛市口通源街588号,在售,65000,元/㎡
绿地中心468星曜,[ 锦江 三圣乡 ] 芙蓉西路468（地铁二号线洪河站）,在售,15000,元/㎡
招商依云上城商铺,[ 龙泉驿 西河镇 ] 成洛大道（西南食品城旁）,在售,30,万元/套起
金隅大成珑熙郡商业,[ 武侯 外双楠 ] 聚龙路999号（双楠尚品广场旁）,在售,26000,元/㎡起
卓锦曼购中心,[ 锦江 三圣乡 ] 枫树街2号,在售,30000,元/㎡起
德昆悦天地,[ 温江 光华大道 ] 温江区政务中心旁,待售,13713,元/m²
嘉煜国际金融中心,[ 高新 天府大道 ] 名都路166号,在售,21000,元/㎡
望蜀里,[ 彭州 彭州 ] 东大街88号,在售,25000,元/㎡
鼎犀名城商铺,[ 郫都 犀浦 ] 万福路516号,在售,24000,元/㎡
中房优山PLUS商铺,[ 锦江 东大街 ] 岷山路123号,在售,36096,元/㎡
愿景浣溪沙商业春熙里,[ 崇州 崇州 ] 蜀州南路59号,在售,20000,元/㎡
圣迈德广场,[ 新都 大丰镇 ] 蓉北路二段永和路与成彭路交汇处,在售,33000,元/㎡
鲁能城公馆秀街,[ 成华 万年场 ] 跳蹬河槐树店路26号,在售,15000,元/㎡起
中鑫海广场,[ 崇州 崇州 ] 金盆地大道229号,在售,8700,元/㎡起
春熙江岸商铺,[ 大邑 大邑 ] 桃源大道99号,在售,40000,元/㎡起
华润置地云庭润街,[ 龙泉驿 经开区 ] 金枫路68号,在售,10000,元/㎡起
华润置地时光润街,[ 高新 中和 ] 观东一街666号,待售,35000,元/㎡
青龙国际建材装饰城,[ 青白江 青白江 ] 青白江大道2666号,在售,8000,元/㎡起
亿城国际,[ 双流 华阳 ] 华剑路139号（华阳欧尚旁）,在售,16000,元/㎡
富临锦外,[ 武侯 高升桥 ] 一环路南四段19号,在售,20000,元/㎡起
万锦城商铺,[ 双流 华阳 ] 华府大道三段919号,在售,18000,元/㎡起
坤力柳河左岸商铺,[ 彭州 彭州 ] 西海北路（苗苗幼儿园旁）,在售,8000,元/㎡
中海九号天地,[ 高新 天府新城 ] 金融城交子大道地铁口,在售,20000,元/㎡起
置信学府杏林商铺,[ 温江 芙蓉古城 ] 永宁镇八一路南段99号,在售,25000,元/㎡
和裕金街,[ 金堂 金堂 ] 三星大学城兰家店路,在售,14000,元/㎡起
中交国际中心,[ 天府新区 麓山 ] 正兴镇秦皇寺村五组,在售,16000,元/㎡起
首创娇子1号漫街,[ 锦江 三圣乡 ] 娇子立交以南、成龙路以西（锦江区成龙...,在售,45000,元/㎡
新鸿之心,[ 成华 猛追湾 ] 一环路与成华大道新鸿路交汇处,待售,60000,元/㎡
满座新街坊,[ 双流 东升 ] 东升街道一杆旗北路29号（一杆旗北路与...,在售,16000,元/㎡起
天府大学里商铺,[ 天府新区 眉山 ] 兴隆湖南视高花海大道一段,在售,30000,元/㎡
舜苑财富广场,[ 郫都 郫县 ] 望丛东路308号（望丛东路与凉水井西路...,在售,7400,元/㎡
积家御景悦街,[ 温江 温江 ] 南熏大道2段875号,在售,15000,元/㎡
天悦中心,[ 金牛 五块石 ] 洞子口路163号,在售,13000,元/㎡
成都润恒城,[ 崇州 崇州 ] 光华大道和羊安路交汇处,待售,11262,元/m²
金地自在湾,[ 青羊 光华大道 ] 苏坡街道办事处万家湾社区6、 8组,待售,17981,元/m²
乐派街区,[ 高新 大源 ] 天府三街1599号（天府三街与南华路交汇...,在售,45000,元/㎡
金沙城锦澜阁,[ 青羊 外金沙 ] 西三环路四段北外侧,待售,17798,元/m²
仁和春天国际广场,[ 高新 天府新城 ] 府城大道西段505号,在售,27000,元/㎡
保利中央公园,[ 大邑 大邑 ] 晋原镇雪山大道777号,在售,4700,元/㎡起
富豪三里花城,[ 双流 东升 ] 宜城大街一段333号,在售,13558,元/㎡
保利天玺,[ 金牛 凤凰山 ] 金丰路6号(原量力钢材城C区),在售,13833,元/㎡起
恒大御景半岛,[ 金堂 金堂 ] 金凤路555号,在售,7500,元/㎡起
万科新城时代之光,[ 青白江 青白江 ] 凤祥大道（巨人树幼儿园旁）,在售,9100,元/㎡起
华兴香楠国际,[ 双流 东升 ] 涧槽中街188号,在售,13600,元/㎡起
保利堂悦府,[ 金堂 金堂 ] 金鹰路毗河畔,在售,8300,元/㎡起
保利天和,[ 金牛 天回 ] 北部新城天龙大道909号,在售,12751,元/㎡起
富豪公馆,[ 新都 石油大学 ] 兴乐北路600号,在售,11390,元/㎡起
雍景澜庭,[ 新津 新津 ] 邓双镇芝芝路99号,在售,6500,元/㎡
龙湖听蓝湾,"[ 新都 大丰镇 ] 方元路,近新水碾路",在售,12293,元/㎡
协信天骄城,[ 青白江 青白江 ] 凤凰大道一段198号（华逸花园北面、汽...,在售,7000,元/㎡起
世茂城,价格,在售,13200,元/㎡起
蝴蝶洲,[ 青白江 青白江 ] 凤祥大道1266号,在售,6945,元/㎡起
北大资源燕楠国际,"[ 双流 东升 ] 航都大道,近商都路",在售,13700,元/㎡
航港大院,[ 双流 航空港 ] 西航港街道长江路三段,在售,10500,元/㎡起
