house_name,house_location,house_status,house_price,price_unit
中国铁建万科翡翠国际峰荟,[ 曲江区 曲江新区 ] 曲江大道与雁曲五路交汇处,待售,16334,元/m²
臻园阳光,"[ 浐灞 纺织城 ] 纺二路,近纺织城正街",待售,10830,元/m²
爱马仕西西公馆,[ 高新 科技路 ] 丈八北路与大寨路十字向北200米,待售,22092,元/m²
时光界,[ 城南 南二环 ] 太乙路立交东北角（太乙路北侧）,待售,15250,元/m²
中建锦尚云天古镇,"[ 城西 三桥 ] 阿房四路,近武警路",待售,11975,元/m²
陆港金海岸,[ 浐灞 港务区 ] 西滨大道1号,待售,10311,元/m²
红星美凯城,"[ 城北 北二环 ] 浐灞一路,近北辰路",在售,11500,元/㎡
阳光台365,"[ 城西 大兴新区 ] 桃园北路,近梨园路",在售,25000,元/㎡
保利心语花园,"[ 浐灞 浐河 ] 浐灞二路,近北辰东路",在售,14700,元/㎡
绿城高新诚园,[ 高新 太白南路 ] 科技八路与太白南路十字（唐城墙遗址公...,在售,23690,元/㎡
先河国际社区,"[ 西咸新区 沣西新城 ] 世纪西路,近钓鱼台路",待售,10445,元/m²
通泰曲江左岸,[ 曲江区 曲江新区 ] 翠华南路66号,在售,15000,元/㎡
大秦岭悦心谷,[ 长安 秦岭 ] 大蒿沟国际山地旅游度假区,待售,6000,元/㎡
天地源万熙天地,[ 高新 太白南路 ] 高新丈八东路与西沣路交汇处东南角,待售,15000,元/㎡
荣华清荷园,"[ 西安周边 户县 ] 涝滨北路,近西街",待售,11467,元/m²
融创桃源府,[ 西安周边 临潼 ] 凤凰大道与悦椿东路十字东南角,在售,14000,元/㎡
80年代,[ 城东 东二环 ] 东二环与东元西路交汇处,待售,19833,元/m²
望贤城启,[ 西咸新区 秦汉新城 ] 望贤路与沣泾大道西北角200米,在售,6500,元/㎡
西安碧桂园香湖湾1号,[ 浐灞 世园会 ] 世博大道与香湖湾五路交汇处东北角,待售,19000,元/m²
天琴湾,[ 高新 锦业路 ] 创汇路34号,待售,16750,元/m²
秦岭瑞士小镇,价格,在售,8500,元/㎡
西安国际美术城,"[ 西咸新区 空港新城 ] 崇文路,近兴教大街",在售,18000,元/㎡
华海鹭栖湖,"[ 浐灞 浐河 ] 灞河西路,近欧亚一路",在售,2500,万元/套
