house_title,house_mode,house_area,house_level,house_year,house_address,house_totalprice,house_unitprice
高新区军安卫士清水套二中高层视野采光好，客厅带阳台,2室2厅,83m²,高层(共26层),2013年建造,"军安卫士花园  
                    高新区-中和-中和二街66号",118万,14208元/m²
单价8千 三号线地铁口永辉超市旁 天元山庄 精装套三双卫婚房,3室2厅,103m²,中层(共6层),2008年建造,"天元山庄  
                    新都-新都老城-宝光大道南段383号",86万,8350元/m²
高品质。空中墅。临近青城山，四季美景如春。精装修,3室2厅,147m²,共3层,2015年建造,"宝信青城  
                    都江堰-青城山-106省道,近聚青路",139万,9456元/m²
大源天府三街保利品质大盘，居家套三周边生活配套齐全，满2.,3室2厅,86m²,低层(共31层),2013年建造,"保利心语香雪  
                    高新区-大源-荣华南路366号",180万,20780元/m²
真实在售三环龙潭在建二医院旁 近地铁电子科大附小楼层佳采光好,3室2厅,89m²,中层(共29层),2012年建造,"东方丽苑  
                    成华-龙潭寺-成宏路1号",115万,12859元/m²
香城润园，新民，采光极好，可按揭，精装急售！随时看房,3室2厅,90m²,低层(共7层),2013年建造,"香城润园  
                    新都-新繁-润澜路16号",60万,6623元/m²
高新区 神仙树 美洲花园 南北通透 大套二 中楼层,2室2厅,83m²,中层(共6层),2009年建造,"美洲花园  
                    高新区-石羊场-南三环路五段188号附321号",115万,13772元/m²
中海风格，精装修，可直接拎包入住,3室2厅,82m²,中层(共33层),2015年建造,"观城  
                    成华-万年场-双成五路66号",200万,24343元/m²
优品尚东三期 绿化率高 精装修直接拎包入住 9月满两年,3室2厅,89m²,中层(共33层),2015年建造,"优品尚东三期  
                    成华-东客站-槐柳一路88号",175万,19477元/m²
实得150全实木材料 阁楼搭建好 改造很新颖 对中庭 安静,4室2厅,89m²,低层(共32层),2008年建造,"中海兰庭  
                    高新区-大源-盛邦街333号",295万,33146元/m²
保利大盘（带5平小平台）清水套三（需全款）随时看房,3室2厅,81m²,低层(共33层),2014年建造,"保利爱尚里  
                    新都-大丰-北星大道一段",87万,10695元/m²
高端豪宅小区 正读北街小区 背靠灵岩山 面朝蒲阳河,3室2厅,94m²,低层(共9层),2017年建造,"都江懿府  
                    都江堰-都江堰-堰华路87号",75万,7979元/m²
捡漏了，郫都西品质楼盘，精装套三送家具家电，楼层好采光足,3室2厅,81m²,高层(共31层),2012年建造,"中铁奥维尔二期  
                    郫都-郫筒-菠萝上街169号",68万,8307元/m²
溪地湾 满两年 89变124 户型通透 首付40万,3室2厅,89m²,低层(共33层),2014年建造,"绵世溪地湾  
                    郫都-犀浦-校园路东段99号",120万,13338元/m²
奥特莱斯旁 六号线地铁口 花样年 精装套三 拎包入住  巴士,3室2厅,86m²,低层(共33层),2016年建造,"花样年龙年国际中心  
                    郫都-郫筒-郫花路299号",82万,9458元/m²
西河loft 单价7800购一层送一层 性价比高 配套成熟,3室2厅,72m²,低层(共30层),2017年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",59万,8194元/m²
临地铁站  新城区 房东诚心,3室2厅,85m²,中层(共12层),2016年建造,"金恒德四季金悦  
                    双流-东升-航港路609号",110万,12872元/m²
保利叶语精装套三双卫   随时看房  诚心出售,3室2厅,91m²,高层(共33层),2014年建造,"保利叶语  
                    双流-华府-华府大道四段1099号",142万,15500元/m²
环境好周边配套齐全随时看房,3室2厅,98m²,中层(共32层),2014年建造,"瑞居海布斯卡  
                    青白江-青白江-栖凤街268号",66万,6735元/m²
大户型套三双卫 舒适户型正 配套完善 4号线 华润二十四城,3室2厅,122m²,低层(共32层),2011年建造,"千居朝阳  
                    成华-万年场-双庆路26号",210万,17116元/m²
软件园C区，住家豪华装修，拎包入住大套三。领馆区一号。,3室2厅,95m²,低层(共32层),2012年建造,"领馆区1号  
                    高新区-中和-中和大道一段99号",165万,17367元/m²
光华新城，单价一万，伊藤对面，套二带景观阳台，中间楼层，可看,2室2厅,97m²,中层(共32层),2014年建造,"光华国际  
                    温江-温江城区-人和路188号",96万,9859元/m²
低 价低 价，精装套三 楼下地铁  品质小区 旁边就是七中,3室2厅,89m²,低层(共32层),2015年建造,"湟普国际湟座  
                    温江-光华新城-光华大道三段399号",118万,13244元/m²
8500亩湿地公园对面  精装修拎包入住  满两年,2室2厅,89m²,低层(共16层),2016年建造,"映月湾  
                    双流-东升-银河路2222号",115万,12849元/m²
东客站，核心地段单价只要1万零8百,2室1厅,70m²,中层(共28层),2016年建造,"梦魔方广场  
                    成华-东客站-金马河路,近中环路锦绣大道段",80万,11429元/m²
不要资格 西河地铁口 水电气三通 面积83平 单价7000元,1室1厅,50m²,中层(共23层),2018年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",43万,8600元/m²
一小學区房，地铁口！赠送大平台，户型方正，看房方便！,2室2厅,88m²,低层(共6层),2008年建造,"京龙名苑  
                    龙泉驿-龙泉驿-广场路99号",102万,11572元/m²
看房子赶紧下手.天回镇大套三双卫.超大阳台.采光充足,3室2厅,123m²,中层(共6层),2009年建造,"众合北尚二期  
                    金牛-天回-天龙桥西街71号",87万,7073元/m²
万达城精装套三 户型方正大气 入户花园双阳台 有山有水学區房,3室2厅,102m²,中层(共12层),2017年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",88万,8627元/m²
现在买房好时机 世茂城标准套三 清水房 产权满两年 可按揭,3室2厅,84m²,中层(共32层),2016年建造,"世茂城四期东区  
                    龙泉驿-大面-天鹅西湖南路456号",115万,13643元/m²
新星瀚邻 九成新精装套三 家具家电全带 房东给一半税 诚心,3室2厅,88m²,高层(共33层),2014年建造,"保利公园198  
                    新都-五龙山-蜀龙路1399号",110万,12500元/m²
天府逸家！满二，首付26万买套二（带租约即买即租）带2空调。,2室2厅,64m²,高层(共34层),2016年建造,"天府逸家  
                    龙泉驿-大面-金槐街158号",88万,13612元/m²
爵领清水套三  户型方正 采光好  开阔视野 观景房  满二,3室2厅,87m²,中层(共18层),2012年建造,"爵领欧城  
                    新都-五龙山-江陵路335号",90万,10307元/m²
（房源真实）套二准拆迁，单价11421元，房东直降13万,2室1厅,76m²,高层(共7层),1993年建造,"马鞍山28号院  
                    金牛-李家沱-马鞍山28号",87万,11422元/m²
环球中心奥克斯广场旁，地铁口 5.8米现房LOFT，首付5成,1室1厅,52m²,中层(共22层),2018年建造,"曙光国际  
                    高新区-高新-天韵路18号",80万,15109元/m²
佳年华精装套三河景房 视野开阔 无遮挡 113万全带 急售,3室2厅,89m²,低层(共33层),2013年建造,"佳年华新生活  
                    温江-光华新城-江安路518号",113万,12612元/m²
鹭湖宫 小高层 豪装90万 只住了差不多两个月 有钥匙随时看,3室2厅,143m²,低层(共19层),2014年建造,"鹭湖宫6区  
                    温江-国色天香-天乡路二段299号",200万,13986元/m²
地铁口129平米115万 单价9000元 光华新城中心地带,3室2厅,88m²,高层(共32层),2015年建造,"千禧河畔Ⅱ号B区  
                    温江-光华新城-江安路196号",115万,13068元/m²
新港国际花园 居家套二 视野开阔 欢迎实地看房,2室2厅,82m²,低层(共31层),2011年建造,"新港国际花园  
                    高新区-中和-公济桥路117号",125万,15142元/m²
好房子 大学城精装小套三 接受按揭  好看房  诚心出售,3室2厅,84m²,低层(共18层),2012年建造,"金强大学城  
                    温江-温江大学城-南熏大道三段855号",83.8万,9969元/m²
新上房源 精装套二 温馨装修 拎包入住,2室2厅,70m²,中层(共11层),2013年建造,"紫荆城  
                    都江堰-都江堰-天府大道南段636号",66万,9429元/m²
品质小区精装套二，拎包入住！,2室2厅,82m²,中层(共12层),2015年建造,"YOHO墨香  
                    双流-东升-五洞桥北路一段28号",112万,13639元/m²
桂花苑 正读犀浦实验学校 套三 无浪费空间 无公摊 3楼,3室2厅,85m²,中层(共6层),2000年建造,"桂花苑  
                    郫都-犀浦-珠江东街91号",78万,9176元/m²
新力翡翠湾 标准套三 未来地铁口 外国语小学 单价6800买,3室2厅,86m²,高层(共18层),2019年建造,"新力翡翠湾  
                    青白江-青白江-红阳路500号",56万,6512元/m²
双流香博城带车位出售，低于市场价哈，房东急用资金周转，给钱卖,2室2厅,89m²,低层(共25层),2014年建造,"香博城  
                    双流-蛟龙港-双九路二段188号",106万,11816元/m²
费用五折南湖公园旁超值大套三 品质楼盘 高楼层户型极好送车位,3室2厅,97m²,高层(共33层),2014年建造,"远大中央公园  
                    天府新区-南湖-南湖大道333号",160万,16495元/m²
（锦东庭园）带入户花园 南北通透 公园地铁环绕,3室2厅,94m²,低层(共32层),2015年建造,"锦东庭园  
                    锦江-川师-岷江路1668号",200万,21261元/m²
万达 满2 水城印象精装套三，拎包入住,3室2厅,93m²,中层(共6层),2013年建造,"水城印象  
                    金堂-金堂-迎宾大道188号",68.8万,7398元/m²
住家装修，功能间齐全，户型方正，带70平花园,3室2厅,100m²,低层(共27层),2010年建造,"浅水半岛B区  
                    成华-八里庄-欣然一街1号",215万,21500元/m²
天府广场一环路，租金6000精装套二跃层（首付30万起）,2室2厅,41m²,中层(共30层),2018年建造,"龙湖上城(商住楼)  
                    金牛-人民北路-人民北路一段,近一环路北二段",82万,20000元/m²
都江堰万达城 精装高层 联系我优惠6W起 无中介 内部特价,3室2厅,109m²,中层(共12层),2019年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",98.7万,9053元/m²
东三环 龙潭寺 二医院旁 永辉边 北湖龙珠 精致大套三 诚售,3室2厅,108m²,高层(共33层),2011年建造,"北湖龙珠  
                    成华-龙潭寺-龙港二路6号",121万,11204元/m²
本人只发真实信息，没有更便宜的价格，只有不正确的心态！,3室2厅,120m²,高层(共32层),2015年建造,"天誉  
                    锦江-攀成钢-汇源北路99号",380万,31667元/m²
明星花苑 套二 低层带大花园 采光好 环境优良可养宠物,2室2厅,94m²,低层(共7层),2005年建造,"明星花苑  
                    龙泉驿-阳光城-同安路2号",85万,9043元/m²
都江堰万达城，精装公寓，民宿酒店任你选择,1室1厅,46m²,中层(共15层),2018年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",45万,9783元/m²
国际城南 天府五街 精装住宅 不摇号 直接认购,3室2厅,99m²,中层(共32层),2019年建造,"花样年家天下  
                    双流-华府-九龙湖九组2000号",144万,14545元/m²
精装三房 采光好视野开阔 保养新 送家电 华润二十四城,3室2厅,87m²,高层(共32层),2015年建造,"华润熙云府  
                    成华-万年场-双福一路66号",205万,23563元/m²
西河 类住宅 套二套三平层跃层都有 单价7000起 通水电气,3室2厅,87m²,中层(共32层),2018年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",68万,7816元/m²
丰怡阳光便宜出售 70年大产权 地铁口永辉超市 此房只全款,3室2厅,91m²,中层(共24层),2016年建造,"丰怡阳光  
                    新都-大丰-崇义桥街187号",80万,8717元/m²
2.5环7号旁线柳江新居二期套二清水房交通生非常方便,2室2厅,73m²,高层(共6层),2010年建造,"柳江新居二期  
                    锦江-锦华路-柳翠路63号",85万,11644元/m²
套三96万标准套三 满两年 通透户型手慢无 对中庭,3室2厅,90m²,低层(共34层),2014年建造,"西班牙森林二期  
                    温江-光华新城-凤凰北大街888号",96万,10667元/m²
急售！！世豪广场旁 免增税 业主诚心出售,3室2厅,87m²,高层(共32层),2013年建造,"保利心语香雪  
                    高新区-大源-荣华南路366号",180万,20652元/m²
蓝光金楠府 品质楼盘 精装套三 不临街 采光好,3室2厅,86m²,高层(共16层),2013年建造,"蓝光金楠府  
                    武侯-外双楠-武晋路458号",159万,18488元/m²
地铁口 学 区房圣菲town城精装套三 正朝南户型 对中庭,3室2厅,89m²,高层(共23层),2010年建造,"圣菲TOWN城  
                    双流-航空港-黄河中路二段36号",125万,14045元/m²
新上！地铁口 套二双卫 带大阳台装修保养好 随时看房 有钥匙,2室2厅,92m²,中层(共11层),2008年建造,"金楠国际  
                    武侯-红牌楼-太平园东五街31号",140万,15102元/m²
状元府 邸 近地铁 满两年 露台带花园，赠 送面积大拎包入住,2室2厅,97m²,低层(共18层),2010年建造,"状元府邸  
                    新都-新都新城-清源路66号",102万,10515元/m²
东客站旁*类住宅 水电气三通不摇号,1室,47m²,中层(共29层),2019年建造,"中环壹号  
                    成华-东客站-迎晖路151号",84万,17872元/m²
（房源真实）高层套三，单价1万平，交通便捷。急售，拎包入住,3室1厅,96m²,高层(共7层),1996年建造,"工人村  
                    金牛-解放路-内曹家巷,近曹家巷",105万,10870元/m²
凤凰大街地铁口  精装套三满二年  房东诚意出售,3室2厅,85m²,中层(共34层),2014年建造,"合能珍宝琥珀  
                    温江-光华新城-凤凰南大街174号",105万,12309元/m²
跃层 4.9米客厅挑高户型 水电气三通 大户型 环境优美,3室2厅,76m²,中层(共26层),2017年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",60万,7895元/m²
你要的电梯洋房 1T2户 南北通透 餐客分离 还是清水 来啊,3室2厅,129m²,低层(共6层),2015年建造,"炜岸城  
                    龙泉驿-大面-驿都西路3666号",238万,18450元/m²
(新上）兴元嘉园 带40平米大花园 带衣帽间 精装修套三,3室2厅,104m²,低层(共10层),2006年建造,"兴元嘉园  
                    武侯-外双楠-果堰街8号",155万,14786元/m²
急售价格可商议，中间楼层满两年随时可看房，房屋无任何债务纠纷,3室2厅,89m²,共3层,2014年建造,"西郡英华二期  
                    郫都-红光-港大路,近檬柏路",88万,9888元/m²
博海城精装2室产权满二，赠送观景阳台。户型方正采光无敌。,2室2厅,88m²,中层(共27层),2014年建造,"博海城二期  
                    新都-新都老城-博海支路28号",95万,10781元/m²
龙泉驿  恒大精装住宅 预售以下 直接认购 单价9500,3室2厅,106m²,低层(共33层),2018年建造,"恒大御龙天峰  
                    龙泉驿-阳光城-锦绣路,近同安路",100万,9418元/m²
地铁六号线 尚阳小学旁边 精装大套二改套三 视野好 采光好,3室2厅,89m²,中层(共28层),2011年建造,"上锦颐园  
                    郫都-红光-尚锦路166号",86万,9663元/m²
金茂大套三双卫 南北通透 前后双中庭 随时看房 诚心出售,3室2厅,138m²,低层(共32层),2015年建造,"金茂悦龙山  
                    龙泉驿-经开区-车城西五路99号",165万,11941元/m²
炜岸城国际社区电梯洋房，带小露台。拎包入住，满2年,3室2厅,100m²,低层(共7层),2015年建造,"炜岸城  
                    龙泉驿-大面-驿都西路3666号",200万,19974元/m²
万达旁 交大绿岭 精装套三 客厅带阳台 对中庭视野开阔,3室2厅,95m²,中层(共32层),2012年建造,"交大绿岭东区  
                    锦江-东光小区-观音桥77号",175万,18421元/m²
悠山郡4期联排别墅 平层入户 带前后花园 看房方便 诚心出售,3室4厅,265m²,共1层,2012年建造,"龙湖悠山郡  
                    新津-新津-丽景路428号",265万,10000元/m²
摇号育才 太古里背后 通气 诚心出售 租金2800左右,1室1厅,41m²,中层(共16层),2003年建造,"SOHO我的寓所  
                    锦江-春熙路-天仙桥北路1号",80万,19084元/m²
8号线美食街旁圣菲town城精装套三 周边配套齐全 拎包入住,3室2厅,87m²,中层(共21层),2013年建造,"圣菲TOWN城  
                    双流-航空港-黄河中路二段36号",135万,15348元/m²
天府新区 跃层是豪华装修 正中庭 产权满2年 2个车位另算,3室3厅,165m²,低层(共34层),2011年建造,"南湖国际社区  
                    天府新区-南湖-南湖西路175号",260万,15719元/m²
豪装居家（标准套三）可按揭 有车位苏坡立交附近,3室2厅,89m²,低层(共18层),2013年建造,"清水路苑  
                    青羊-苏坡立交-武青北路312号",129.8万,14506元/m²
降价急售，华润大盘。套二赠送书房，格局好赠送大，随时看房,2室2厅,70m²,高层(共39层),2016年建造,"华润国际社区  
                    龙泉驿-大面-金枫路",86万,12286元/m²
（房源真实）电梯套二，居家精装，正读解北，配套完善，拎包入住,2室1厅,65m²,高层(共17层),2005年建造,"金荷名邸  
                    金牛-高笋塘-解放西路8号",98万,14916元/m²
185万精装修套三急售 三利品质楼盘 诚心出售房源 随时看房,3室2厅,123m²,高层(共32层),2012年建造,"三利宅院领事公馆  
                    高新区-中和-迎江路81号",185万,15041元/m²
地铁口精装自住房 套三带家具家电 正读尚阳100米 随时看房,3室2厅,78m²,高层(共33层),2011年建造,"万景峰东区  
                    郫都-红光-西区大道1668号",98万,12482元/m²
音乐广场地铁口 外实小 精装套二  采光户型巴适 中间楼层,2室2厅,87m²,高层(共18层),2009年建造,"龙泉印象  
                    龙泉驿-龙泉驿-驿生路15号",95万,10850元/m²
千亩湿地公园旁 润扬大盘河景房 精装小套三 诚售  随时看房,3室2厅,71m²,中层(共32层),2014年建造,"润扬观澜鹭岛  
                    新都-新都新城-新都绕城大道,近育英路",85万,11931元/m²
万鸿城市花园 精装套二  可读外实校 看房方便,2室2厅,86m²,中层(共24层),2009年建造,"万鸿城市花园  
                    龙泉驿-龙泉驿-东街168号",108万,12557元/m²
总价85万就可以在天府新区安个温馨小家，满二，业主诚卖急售,1室1厅,50m²,高层(共32层),2014年建造,"恒大名都  
                    天府新区-麓山-麓山大道一段609号",83万,16342元/m²
居家小套二 地铁六号线口  全面对中庭,1室2厅,51m²,中层(共12层),2013年建造,"欧尚庭院  
                    高新区-中和-中柏路169号",85万,16641元/m²
地铁口川大对面地铁口套三 户型方正中间楼层 采光好无遮挡,3室2厅,85m²,低层(共18层),2015年建造,"南城锦尚  
                    双流-航空港-黄河南路2段199号",102万,11899元/m²
品质大盘 中间楼层 蓝润光华春天清水套三双卫 中间楼层,3室2厅,88m²,高层(共31层),2018年建造,"蓝润光华春天  
                    温江-光华新城-鸡鸣路588号",98万,11136元/m²
东西通透 通风效果非常好 精装房直接入住 房东生意缺钱急卖急,2室2厅,91m²,低层(共33层),2012年建造,"成发紫东芯座  
                    成华-万年场-双庆路16号",188万,20659元/m²
速度捡漏！首付30万买舒适100平阔宅套三，东南向，中庭位置,3室2厅,100m²,高层(共30层),2015年建造,"佳年华新生活  
                    温江-光华新城-江安路518号",105万,10500元/m²
有轨电车旁，划雪场旁，精装套套一，四十多万，看房方便,1室1厅,43m²,中层(共9层),2018年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",46万,10698元/m²
龙泉驿（震惊）水电气三通离地铁西河站200米楼下商超直接认购,1室1厅,50m²,中层(共23层),2018年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",43万,8600元/m²
河景房，大套三双卫带书房，客厅带大阳台，小区门口学校 地铁口,3室2厅,118m²,高层(共32层),2015年建造,"洲际亚洲湾A区  
                    温江-光华新城-江浦路288号",140万,11773元/m²
首付30多万买精装套四 视野开阔 可见龙泉山 采光巴适可看房,4室2厅,94m²,高层(共41层),2015年建造,"华润国际社区  
                    龙泉驿-大面-金枫路",123万,13085元/m²
鲁能城清水套三双卫   中间楼层采光视野好  房东降价急售,3室2厅,94m²,中层(共29层),2017年建造,"鲁能城  
                    成华-万年场-槐树店一路300号",195万,20745元/m²
紧邻成都 不限 购 首付三成买万达城精装暖气房 户型方正通透,3室2厅,87m²,中层(共11层),2017年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",70万,8046元/m²
（一梯两户）景区中心位置 堰桥旁套二 低楼层,2室2厅,89m²,共5层,2009年建造,"望阳居  
                    郫都-三道堰-水乡街193号",35万,3933元/m²
延秀学 区 临近沃尔玛 鸿运套二 朝南 视野开阔 楼层好,2室2厅,85m²,高层(共18层),2012年建造,"鸿运星城  
                    彭州-彭州-牡丹北路259号",63.8万,7462元/m²
幸福家园碧云天 精装 南北朝向,2室2厅,86m²,低层(共17层),2012年建造,"幸福家园碧云天  
                    青白江-青白江-新河路177号",64万,7365元/m²
一楼带个大花园，景区里少有房源，双证在手满二年，无营业税,3室2厅,84m²,低层(共6层),2012年建造,"百花小区  
                    郫都-三道堰-水乡街573号",70万,8303元/m²
品牌开发商，户型正气，有学位，看中庭，市场回暖，欲购从速,3室2厅,125m²,中层(共30层),2015年建造,"保利心语观园国际  
                    高新区-大源-富华南路1700号",270万,21600元/m²
清水房近双地铁，房东急售，性价比超高，临近学校,3室2厅,89m²,低层(共34层),2016年建造,"合能珍宝琥珀三期  
                    温江-光华新城-花土路",97万,10899元/m²
光华大道侧，商业街配套，精装两房，中楼层，主卧可搭建的大阳台,2室2厅,98m²,中层(共30层),2012年建造,"中新公园大道  
                    温江-光华新城-清泉北街66号",120万,12191元/m²
地铁口20万精装套二 送15平大阳台 南北 中庭  急售！！,2室2厅,82m²,高层(共30层),2014年建造,"8号公馆  
                    温江-光华新城-清泉南街168号",108万,13128元/m²
（真实在售）建设路商圈，住家套二，带入户双阳台，读科大附小,2室2厅,87m²,中层(共27层),2008年建造,"浅水半岛A区  
                    成华-八里庄-欣然一街6号",144万,16418元/m²
看了这么久还没看到满意的，给我打一个电话，解决你的一切烦恼！,3室2厅,93m²,中层(共30层),2018年建造,"雄飞生活广场  
                    龙泉驿-西河-成洛大道3199号",63万,6774元/m²
满2年，世茂城大盘，首付30万买品质楼盘，位置安静随时看房,2室2厅,83m²,低层(共32层),2014年建造,"世茂城  
                    龙泉驿-大面-天鹅西湖南路6号",110万,13253元/m²
低首付买温江品 质大盘金河谷，满两年大套三，光华大道沿线，,3室2厅,110m²,中层(共32层),2014年建造,"金河谷四期  
                    温江-光华新城-七星街191号",132万,12000元/m²
成都繁华高新，魅力二街宾利豪斯，尊享天府色彩~,1室1厅,47m²,中层(共28层),2018年建造,"恒大珺临阁  
                    高新区-大源-天府二街269号",89万,18936元/m²
（全新未住人）龙城套三双卫 地铁口 实得130平带大阳台,3室2厅,96m²,低层(共33层),2012年建造,"龙城国际  
                    郫都-红光-红高路88号",150万,15493元/m²
急售西门精装电梯套二中间楼层业主诚心出售  看房方便,2室2厅,81m²,高层(共18层),2010年建造,"上河苑  
                    郫都-郫筒-梨园路一段987号",72万,8787元/m²
中海国际橙郡三期 精装套二A户型 视线开阔 必看的好房！,2室2厅,84m²,中层(共17层),2010年建造,"橙郡三期  
                    郫都-高新西区-碧林街99号",130万,15476元/m²
特价风暴  胜天人居  毛坯套二  自由装修 首付只需27w,2室2厅,69m²,低层(共27层),2013年建造,"胜天人居  
                    成华-成渝立交-天鹅一路33号",82万,11884元/m²
绿地品质 精装套三可拎包入住 业主诚心出售,3室2厅,88m²,中层(共29层),2013年建造,"绿地468公馆二期  
                    锦江-三圣乡-芙蓉西路356号",210万,23638元/m²
实惠房 居家大两房 位置不吵 教科院学校,2室2厅,88m²,低层(共18层),2011年建造,"逸都国际  
                    高新区-大源-剑南大道中段1604号",145万,16457元/m²
地铁口爆款房源品质小区中信北区 首付25万精装房房东诚心出售,3室2厅,89m²,中层(共33层),2014年建造,"中信未来城北区  
                    郫都-郫筒-文信路200号",95.8万,10656元/m²
地铁伊藤五百米，精装空房大平层大三房，户型正赠送大，诚售,3室2厅,113m²,高层(共33层),2010年建造,"佳兆业丽晶港  
                    温江-温江城区-同兴东路88号",165万,14602元/m²
带平台，电梯洋房，读外实，近十号线地铁五津站，出门是湿地公园,3室1厅,79m²,低层(共6层),2012年建造,"翡翠湾2期  
                    新津-新津-瑞通路138号",100万,12658元/m²
单价11500，读棠湖，楼层可选，双地铁规划，湿地公园旁,2室2厅,80m²,中层(共22层),2019年建造,"海棠湾二期  
                    双流-东升-金河路4199号",92万,11500元/m²
单价6000买震后全框架 北小学 区房 超正套三 房东急售啊,3室2厅,119m²,低层(共6层),2009年建造,"都市美好家园  
                    都江堰-都江堰-堰华路50号",73万,6099元/m²
富丽东方 田园风格精装套三，八成新品牌家具电器，送入户阳台,3室2厅,85m²,低层(共33层),2009年建造,"富丽东方  
                    成华-成渝立交-和美东路8号",168万,19681元/m²
（房源真的）有轨电车近在咫尺，新城区中心，你还担心不赚钱,3室2厅,86m²,中层(共18层),2015年建造,"西城鸥鹭湾  
                    郫都-德源-西源大道4599号",72万,8285元/m²
清水套三 安静对中庭 楼层适中 通透户型,3室2厅,79m²,中层(共34层),2016年建造,"保利紫薇花语  
                    龙泉驿-经开区-车城西三路666号",104万,13037元/m²
千米视野 正看小区中庭 大入户 正阳台,3室2厅,132m²,共1层,2010年建造,"华润凤凰城一期  
                    高新区-大源-德赛二街166号",290万,21970元/m²
（真实在售）优品时代精装套三双卫，满2年，出门就是优品道商业,3室2厅,99m²,高层(共15层),2014年建造,"优品时代  
                    双流-东升-航港路2217号",158万,15960元/m²
橄榄郡户型方正中间楼层看房方便,2室2厅,82m²,中层(共32层),2013年建造,"橄榄郡  
                    新都-新都新城-育英路80号",100万,12089元/m²
天府新区 品质小区 南北通透 带车位 满2 业主降价50万,3室2厅,123m²,高层(共32层),2010年建造,"恒大名都  
                    天府新区-麓山-麓山大道一段609号",180万,14567元/m²
澳洲湾，地铁三号线，正读谕亭小学毗河小区，小区旁配有绿道公园,2室2厅,76m²,高层(共33层),2014年建造,"澳洲湾  
                    新都-新都新城-兴城大道533号",97万,12690元/m²
北街小学旁 全新装修 首付13万 户型通透 看房方便 急售,2室2厅,70m²,高层(共6层),2010年建造,"城北阳光小区  
                    都江堰-都江堰-蒲阳路895号",48万,6857元/m²
出门地铁口 交通便利坐拥老城区一切配套 房东诚心出售急售,3室2厅,97m²,低层(共11层),2008年建造,"鑫东祥瑞  
                    双流-东升-三强北路三段151号",100万,10297元/m²
中庭大平层，价格带车位，东南朝向，中楼层，满两年！,3室2厅,124m²,中层(共31层),2016年建造,"金河谷四期  
                    温江-光华新城-七星街191号",165万,13274元/m²
温江鹭湖宫，买连排别墅，带车位，赶紧下手了,3室2厅,187m²,共1层,2014年建造,"鹭湖宫9区  
                    温江-国色天香-春江西路498号",350万,18717元/m²
诚心急售，电梯洋房高品质，前后对中庭安静通透有车位可一起出售,3室2厅,100m²,低层(共6层),2015年建造,"炜岸城  
                    龙泉驿-大面-驿都西路3666号",180万,18000元/m²
（房源真实）小套二，2楼，价格可谈，一环边，产权清晰，好看房,2室1厅,58m²,低层(共7层),1995年建造,"前锋小区  
                    成华-府青路-一环路北四段211号附2-3号",80万,13793元/m²
万达广场旁 大邦第 一城套三清水 中间楼层 南北通透 采光好,3室2厅,90m²,低层(共18层),2009年建造,"大邦第一城  
                    青白江-青白江-青江中路288号",57万,6333元/m²
中海国际旁远洋郎郡 精装套二 客厅带阳台 朝南  套二必看的,2室2厅,84m²,低层(共17层),2012年建造,"远洋朗郡  
                    金牛-国宾-两河西三路129号",130万,15376元/m²
蛟龙港旁边的新小区 成都经济总部旁边 人流量大 出租方便,2室2厅,83m²,低层(共18层),2015年建造,"海滨广场  
                    双流-蛟龙港-黄海路12号",64万,7711元/m²
（推荐）电梯套二，有家具家电，明厨明卫 ，对中庭,2室1厅,80m²,高层(共16层),2013年建造,"华府双楠  
                    武侯-外双楠-云霞西路76号",170万,21032元/m²
（真）地铁旁满2年（精装30万打包）对中庭朝南 全新未住人,2室2厅,91m²,低层(共32层),2012年建造,"天邑宏御花园宏苑  
                    郫都-红光-学府南路9号",96万,10549元/m²
年底清盘特惠 单价8000左右买精装房 做550亿游乐场主人,3室2厅,78m²,低层(共18层),2019年建造,"成都万达城  
                    都江堰-都江堰-铁军路588号",65万,8333元/m²
学校一街之隔解决刚需学位要求！175万买套三，双卫，正朝南！,3室2厅,99m²,高层(共32层),2015年建造,"清凤时代城  
                    高新区-大源-剑南大道中段716号",175万,17604元/m²
D铁口涌泉站 装修大套三 满2年，赠超大阳台，随时看房！,3室2厅,131m²,中层(共30层),2013年建造,"中新公园大道  
                    温江-光华新城-清泉北街66号",155万,11778元/m²
北欧经典好户型 套三改套四 采光视野好 家乐福旁,3室2厅,110m²,中层(共33层),2014年建造,"北欧印象  
                    新都-新都新城-天香南路189号",129万,11727元/m²
（怡心湖边上，装修花了40多万），带家具家电，6月满2，急售,3室2厅,83m²,低层(共32层),2015年建造,"南湖逸家  
                    双流-华府-华府大道四段",146万,17389元/m²
牡丹名城清水套三中间楼层 全小区仅此一套 单价才7300多,3室2厅,91m²,中层(共11层),2015年建造,"牡丹名城  
                    彭州-彭州-蟠龙南路66号",68万,7434元/m²
